COUNTY,Class,Enrollment,Gender,School Category,Year,County (Centroids)
Kisii          ,Class 8,11138,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.7746037572, 34.7747229835)"
Kisumu         ,Class 8,10512,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.1694586948, 34.835203466) "
Kitui          ,Class 8,16668,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.4910385308, 38.4069210158)"
Kwale          ,Class 8,6968,Girls,Public School,12/31/2014 12:00:00 AM,"(-4.1831495272, 39.1904119005)"
Laikipia       ,Class 8,4346,Girls,Public School,12/31/2014 12:00:00 AM,"(0.3236041225, 36.7717278588) "
Lamu           ,Class 8,1130,Girls,Public School,12/31/2014 12:00:00 AM,"(-2.0786825436, 40.882860682) "
Machakos       ,Class 8,14021,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.2795123066, 37.4126760329)"
Makueni        ,Class 8,14340,Girls,Public School,12/31/2014 12:00:00 AM,"(-2.1576841001, 37.7882455725)"
Mandera        ,Class 8,1321,Girls,Public School,12/31/2014 12:00:00 AM,"(3.436469488, 40.7388101667)  "
Marsabit       ,Class 8,1410,Girls,Public School,12/31/2014 12:00:00 AM,"(2.9786587865, 37.5695361088) "
Meru           ,Class 8,12869,Girls,Public School,12/31/2014 12:00:00 AM,"(0.1667792413, 37.7640370542) "
Migori         ,Class 8,9708,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.9895368437, 34.3633453076)"
Mombasa        ,Class 8,4829,Girls,Public School,12/31/2014 12:00:00 AM,"(-4.0212562197, 39.6508827026)"
Muranga        ,Class 8,10246,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.8095905365, 37.0327225233)"
Nairobi        ,Class 8,12708,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.2934134703, 36.8681892682)"
Nakuru         ,Class 8,19219,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.4636754317, 36.0784790942)"
Nandi          ,Class 8,9295,Girls,Public School,12/31/2014 12:00:00 AM,"(0.1866888869, 35.1104876664) "
Narok          ,Class 8,6667,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.2547903321, 35.5763292139)"
Nyamira        ,Class 8,5841,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.6427324001, 34.9646595611)"
Nyandarua      ,Class 8,8229,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.3220778225, 36.482869161) "
Nyeri          ,Class 8,7554,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.3429235894, 36.9564781346)"
Samburu        ,Class 8,1308,Girls,Public School,12/31/2014 12:00:00 AM,"(1.3168546261, 37.118394067)  "
Siaya          ,Class 8,10565,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.0621298886, 34.2476417045)"
Taita Taveta   ,Class 8,4028,Girls,Public School,12/31/2014 12:00:00 AM,"(-3.4347339937, 38.4186020033)"
Tana River     ,Class 8,1779,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.5263666043, 39.4178692029)"
Tharaka-Nithi  ,Class 8,4283,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.2070612179, 37.8702972709)"
Trans Nzoia    ,Class 8,8536,Girls,Public School,12/31/2014 12:00:00 AM,"(1.0509548086, 34.9574199775) "
Turkana        ,Class 8,2468,Girls,Public School,12/31/2014 12:00:00 AM,"(3.4248491959, 35.4357584553) "
Uasin Gishu    ,Class 8,8644,Girls,Public School,12/31/2014 12:00:00 AM,"(0.5260858915, 35.3220116672) "
Vihiga         ,Class 8,7608,Girls,Public School,12/31/2014 12:00:00 AM,"(0.0762657959, 34.7223230361) "
Wajir          ,Class 8,1326,Girls,Public School,12/31/2014 12:00:00 AM,"(1.8081376238, 40.0349856396) "
West Pokot     ,Class 8,4348,Girls,Public School,12/31/2014 12:00:00 AM,"(1.7401061713, 35.2438468092) "
Baringo        ,Class 8,523,Girls,Private School,12/31/2014 12:00:00 AM,"(0.669252, 35.9464654)        "
Bomet          ,Class 8,1611,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.7262946, 35.2985976)      "
Bungoma        ,Class 8,1589,Girls,Private School,12/31/2014 12:00:00 AM,"(0.7492852, 34.6404609)       "
Busia          ,Class 8,454,Girls,Private School,12/31/2014 12:00:00 AM,"(0.3874437, 34.1936315)       "
Elgeyo Marakwet,Class 8,511,Girls,Private School,12/31/2014 12:00:00 AM,"(0.8022188, 35.5365631)       "
Embu           ,Class 8,825,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.6039744, 37.6265013)      "
Garissa        ,Class 8,1078,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.4889103, 40.1992785)      "
Homa Bay       ,Class 8,1476,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.5428094, 34.3589969)      "
Isiolo         ,Class 8,280,Girls,Private School,12/31/2014 12:00:00 AM,"(1.0104431, 38.5421531)       "
Kajiado        ,Class 8,1927,Girls,Private School,12/31/2014 12:00:00 AM,"(-2.1213836, 36.9088422)      "
Kakamega       ,Class 8,1743,Girls,Private School,12/31/2014 12:00:00 AM,"(0.4036835, 34.7445112)       "
Kericho        ,Class 8,2110,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.2957329, 35.31407)        "
Kiambu         ,Class 8,5152,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.0687061, 36.8235643)      "
Kilifi         ,Class 8,1788,Girls,Private School,12/31/2014 12:00:00 AM,"(-3.175732, 39.6866876)       "
Kirinyaga      ,Class 8,1609,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.5247463, 37.3198681)      "
Kisii          ,Class 8,2361,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.7746038, 34.774723)       "
Kisumu         ,Class 8,987,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.1694587, 34.8352035)      "
Kitui          ,Class 8,1112,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.4910385, 38.406921)       "
Kwale          ,Class 8,542,Girls,Private School,12/31/2014 12:00:00 AM,"(-4.1831495, 39.1904119)      "
Laikipia       ,Class 8,977,Girls,Private School,12/31/2014 12:00:00 AM,"(0.3236041, 36.7717279)       "
Lamu           ,Class 8,103,Girls,Private School,12/31/2014 12:00:00 AM,"(-2.0786825, 40.8828607)      "
Machakos       ,Class 8,1290,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.2795123, 37.412676)       "
Makueni        ,Class 8,810,Girls,Private School,12/31/2014 12:00:00 AM,"(-2.1576841, 37.7882456)      "
Mandera        ,Class 8,263,Girls,Private School,12/31/2014 12:00:00 AM,"(3.4364695, 40.7388102)       "
Marsabit       ,Class 8,240,Girls,Private School,12/31/2014 12:00:00 AM,"(2.9786588, 37.5695361)       "
Meru           ,Class 8,2143,Girls,Private School,12/31/2014 12:00:00 AM,"(0.1667792, 37.7640371)       "
Migori         ,Class 8,1390,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.9895368, 34.3633453)      "
Mombasa        ,Class 8,3670,Girls,Private School,12/31/2014 12:00:00 AM,"(-4.0212562, 39.6508827)      "
Muranga        ,Class 8,1564,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.8095905, 37.0327225)      "
Nairobi        ,Class 8,12252,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.2934135, 36.8681893)      "
Nakuru         ,Class 8,3456,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.4636754, 36.0784791)      "
Nandi          ,Class 8,1338,Girls,Private School,12/31/2014 12:00:00 AM,"(0.1866889, 35.1104877)       "
Narok          ,Class 8,645,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.2547903, 35.5763292)      "
Nyamira        ,Class 8,1421,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.6427324, 34.9646596)      "
Nyandarua      ,Class 8,1257,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.3220778, 36.4828692)      "
Nyeri          ,Class 8,1996,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.3429236, 36.9564781)      "
Samburu        ,Class 8,77,Girls,Private School,12/31/2014 12:00:00 AM,"(1.3168546, 37.1183941)       "
Siaya          ,Class 8,263,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.0621299, 34.2476417)      "
Taita Taveta   ,Class 8,177,Girls,Private School,12/31/2014 12:00:00 AM,"(-3.434734, 38.418602)        "
Tana River     ,Class 8,59,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.5263666, 39.4178692)      "
Tharaka-Nithi  ,Class 8,398,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.2070612, 37.8702973)      "
Trans Nzoia    ,Class 8,1373,Girls,Private School,12/31/2014 12:00:00 AM,"(1.0509548, 34.95742)         "
Turkana        ,Class 8,707,Girls,Private School,12/31/2014 12:00:00 AM,"(3.4248492, 35.4357585)       "
Uasin Gishu    ,Class 8,1324,Girls,Private School,12/31/2014 12:00:00 AM,"(0.5260859, 35.3220117)       "
Vihiga         ,Class 8,424,Girls,Private School,12/31/2014 12:00:00 AM,"(0.0762658, 34.722323)        "
Wajir          ,Class 8,179,Girls,Private School,12/31/2014 12:00:00 AM,"(1.8081376, 40.0349856)       "
West Pokot     ,Class 8,155,Girls,Private School,12/31/2014 12:00:00 AM,"(1.7401062, 35.2438468)       "
